Date,Value
2022-03-01,225221260.29196423
2022-03-02,189074638.2697972
2022-03-03,204908164.05639085
2022-03-04,190365286.6455021
2022-03-05,168452735.66472492
2022-03-06,179409011.15511352
2022-03-07,202691096.5721893
