Date,Value
2022-03-01,27967152532434.0
2022-03-02,27967152532434.0
2022-03-03,27851682002895.555
2022-03-04,27550332084344.0
2022-03-05,27550332084344.0
2022-03-06,27550332084344.0
2022-03-07,27550332084344.0
