Date,Close
2022-07-01,22111.331097275295
2022-07-02,22292.030393861958
2022-07-03,22073.46793238549
2022-07-04,21939.16041012898
2022-07-05,21811.638447317368
2022-07-06,21764.737147381496
2022-07-07,21177.765974176986
2022-07-08,21328.410636425462
