Date,Value
2022-07-01,201930949.19328728
2022-07-02,211946702.69309312
2022-07-03,214318728.6028279
2022-07-04,211404825.49297643
2022-07-05,217150982.0653021
2022-07-06,223528028.95318338
2022-07-07,218793360.1176658
2022-07-08,206706580.61065894
