Date,Value
2022-07-01,29378555640043.473
2022-07-02,29390052486619.465
2022-07-03,29411837532277.45
2022-07-04,29454702221444.29
2022-07-05,29461105731100.94
2022-07-06,29474892513292.016
2022-07-07,29462870259820.387
2022-07-08,29514555257355.223
