Date,Value
2021-06-01,21047730572452.0
2021-06-02,21047730572452.0
2021-06-03,21047730572452.0
2021-06-04,21047730572452.0
2021-06-05,21047730572452.0
2021-06-06,21047730572452.0
2021-06-07,21047730572452.0
