Date,Value
2022-03-01,198461361.823626
2022-03-02,193757825.04892686
2022-03-03,194107926.3863424
2022-03-04,188390229.26999733
2022-03-05,192005481.02301595
2022-03-06,195888524.3057691
2022-03-07,191085338.08537748
2022-03-08,189771171.07003394
