Date,Close
2022-03-01,36273.14699756952
2022-03-02,36751.93977320127
2022-03-03,37252.28690610755
2022-03-04,36857.196098641354
2022-03-05,37166.78370214002
2022-03-06,37658.32541865975
2022-03-07,37145.568846197755
2022-03-08,37329.124984070724
