Date,Value
2022-11-01,36835682546788.0
2022-11-02,36835682546788.0
2022-11-03,36835682546788.0
2022-11-04,36835682546788.0
2022-11-05,36835682546788.0
2022-11-06,36835682546788.0
2022-11-07,36766791551487.06
