Date,Value
2021-12-01,22335659268936.0
2021-12-02,22335659268936.0
2021-12-03,22335659268936.0
2021-12-04,22335659268936.0
2021-12-05,22335659268936.0
2021-12-06,22335659268936.0
2021-12-07,22335659268936.0
