Date,Price
2021-12-01,41.75459275
2021-12-01,40.70607325
2021-12-01,41.00818833333334
2021-12-01,41.62322316666666
2021-12-01,43.09640241666667
2021-12-01,44.36123574999999
2021-12-01,47.93056575
2021-12-01,39.16030566666667
2021-12-01,17.751296583333332
2021-12-01,12.862309416666667
2021-12-01,25.79828575
2021-12-01,28.56918783333333
2021-12-01,25.875796500000003
2021-12-01,23.46860975
2021-12-01,27.69592991666666
2021-12-01,37.148277916666665
2021-12-01,50.26588999999999
2021-12-01,54.22801983333334
2021-12-01,53.138351416666666
2021-12-01,55.28978558333333
2021-12-01,54.864341333333336
2021-12-01,52.74705616666665
2021-12-01,47.090874250000006
2021-12-01,43.43959466666667
2021-12-02,42.21057991666667
2021-12-02,42.40650816666667
2021-12-02,40.9488195
2021-12-02,40.02434158333333
2021-12-02,42.45891275
2021-12-02,42.98910733333333
2021-12-02,48.894944416666654
2021-12-02,43.626215083333335
2021-12-02,34.46402625
2021-12-02,31.58607041666667
2021-12-02,26.912299083333327
2021-12-02,21.0309395
2021-12-02,23.487644083333336
2021-12-02,14.953854166666664
2021-12-02,17.851416083333337
2021-12-02,38.14173991666667
2021-12-02,44.54045058333333
2021-12-02,56.47296875
2021-12-02,49.288916
2021-12-02,53.080886333333325
2021-12-02,53.02409141666666
2021-12-02,51.77263841666667
2021-12-02,45.833899083333336
2021-12-02,42.13238475
2021-12-03,38.78498691666668
2021-12-03,38.766168666666665
2021-12-03,38.64064016666666
2021-12-03,38.413637833333325
2021-12-03,38.96856933333334
2021-12-03,40.9094515
2021-12-03,46.06436966666666
2021-12-03,44.16626
2021-12-03,37.22537408333333
2021-12-03,37.296909500000005
2021-12-03,74.42548674999999
2021-12-03,58.88588375
2021-12-03,36.900384083333336
2021-12-03,32.591793
2021-12-03,39.61979491666667
2021-12-03,47.66460874999999
2021-12-03,50.916221
2021-12-03,55.811590083333336
2021-12-03,48.438875
2021-12-03,48.827884916666655
2021-12-03,51.606629166666686
2021-12-03,53.48985175000001
2021-12-03,53.01974216666667
2021-12-03,43.654075500000005
2021-12-04,42.54196866666667
2021-12-04,42.35896416666667
2021-12-04,44.36863291666666
2021-12-04,47.20048891666666
2021-12-04,47.59089441666666
2021-12-04,47.11794066666667
2021-12-04,47.14502516666666
2021-12-04,45.33621891666666
2021-12-04,37.60721708333333
2021-12-04,41.38531416666667
2021-12-04,43.84638774999999
2021-12-04,38.88443725
2021-12-04,35.71649108333334
2021-12-04,42.22074225
2021-12-04,27.26455858333334
2021-12-04,38.42142291666666
2021-12-04,52.54818833333332
2021-12-04,50.27210558333332
2021-12-04,43.829396583333335
2021-12-04,43.591286
2021-12-04,42.30332425
2021-12-04,42.04387533333333
2021-12-04,39.61094875
2021-12-04,40.26298825
2021-12-05,40.080723166666665
2021-12-05,38.39348275
2021-12-05,37.024683583333335
2021-12-05,37.89349624999999
2021-12-05,38.71495525
2021-12-05,39.69765816666666
2021-12-05,45.33049833333333
2021-12-05,40.24922758333333
2021-12-05,49.31581266666666
2021-12-05,41.138755
2021-12-05,46.60063775
2021-12-05,34.165028250000006
2021-12-05,27.97833558333333
2021-12-05,32.47264608333334
2021-12-05,26.90447741666667
2021-12-05,35.608467999999995
2021-12-05,45.88183083333334
2021-12-05,48.42759966666667
2021-12-05,53.22721308333333
2021-12-05,56.832341750000005
2021-12-05,56.48766166666666
2021-12-05,52.77700025000001
2021-12-05,52.830832750000006
2021-12-05,46.3259036
2021-12-06,45.620688666666666
2021-12-06,44.2198725
2021-12-06,43.851545416666674
2021-12-06,44.19402891666667
2021-12-06,42.918384333333336
2021-12-06,48.51895391666667
2021-12-06,59.38326491666666
2021-12-06,64.81596366666666
2021-12-06,54.04258575
2021-12-06,73.74707274999999
2021-12-06,98.22221483333333
2021-12-06,86.60359041666668
2021-12-06,134.16566633333335
2021-12-06,103.9844095
2021-12-06,94.43796091666668
2021-12-06,71.22517
2021-12-06,59.09916483333334
2021-12-06,58.59502849999999
2021-12-06,60.52906775
2021-12-06,57.36779275000001
2021-12-06,58.29238458333334
2021-12-06,52.030406
2021-12-06,52.97021508333333
2021-12-06,54.97892525
2021-12-07,48.5859005
2021-12-07,44.97430416666666
2021-12-07,42.331385833333336
2021-12-07,42.437750666666666
2021-12-07,45.506475
2021-12-07,41.16841916666667
2021-12-07,45.62842025
2021-12-07,131.61866675
2021-12-07,470.5567425833333
2021-12-07,117.720187
2021-12-07,51.02747858333333
2021-12-07,44.953615250000006
2021-12-07,47.656279416666656
2021-12-07,52.47428658333333
2021-12-07,62.66537641666667
2021-12-07,62.437718
2021-12-07,58.90844383333333
2021-12-07,58.021097916666655
2021-12-07,61.69419766666667
2021-12-07,66.6616985
2021-12-07,56.69304825
2021-12-07,56.53731975
2021-12-07,58.76620775000001
2021-12-07,53.790401583333335
