Date,Value
2021-12-01,152112695.31216523
2021-12-02,172098304.91522342
2021-12-03,186532356.29521
2021-12-04,172098304.91522342
2021-12-05,184311733.00598127
2021-12-06,190973602.87366727
2021-12-07,170987993.2706091
