Date,Value
2022-07-01,196972101.49153444
2022-07-02,202851865.7151624
2022-07-03,227840863.6655809
2022-07-04,210201570.99469727
2022-07-05,173453044.59702292
2022-07-06,186682514.1001857
2022-07-07,227544125.37384427
