Date,Price
2021-06-01,57.745760126009195
2021-06-02,57.89940360394963
2021-06-03,55.709465874819344
2021-06-04,55.80263855277298
2021-06-05,60.096861999284584
2021-06-06,55.64470411826462
2021-06-07,57.7313393893906
2021-06-08,61.31175806753219
