Date,Value
2021-06-01,24495745557889.867
2021-06-02,24541076426088.684
2021-06-03,24557617432250.59
2021-06-04,24595879736639.746
2021-06-05,24681419663963.156
2021-06-06,24712643689262.77
2021-06-07,24590286733995.098
2021-06-08,24762539910503.164
