Date,Value
2021-06-01,161463104.4623888
2021-06-02,164984046.47470716
2021-06-03,165602298.61922675
2021-06-04,167919220.37961334
2021-06-05,166707331.05163196
2021-06-06,168490608.25906676
2021-06-07,168485534.81725657
2021-06-08,170433297.07921866
