Date,Close
2021-06-01,40405.21274915478
2021-06-02,39168.50567315551
2021-06-03,40298.099426077846
2021-06-04,38706.06236005408
2021-06-05,38243.080908522745
2021-06-06,37851.439455392654
2021-06-07,36834.70291874585
2021-06-08,37082.50908638732
