Date,Close
2021-12-01,57309.997561658136
2021-12-02,57799.46951225343
2021-12-03,58488.45587536017
2021-12-04,58774.46393791847
2021-12-05,58716.40433318287
2021-12-06,58462.29438107746
2021-12-07,58038.69353615217
2021-12-08,58901.67545487275
