Date,Value
2021-12-01,154997762.80697533
2021-12-02,157473538.07274443
2021-12-03,160184008.69003037
2021-12-04,156679776.91937378
2021-12-05,154113344.81244516
2021-12-06,157407333.24682155
2021-12-07,158015723.6357187
2021-12-08,157426530.7363293
