Date,Value
2021-12-01,22636818367258.6
2021-12-02,22640651609858.83
2021-12-03,22609190772318.727
2021-12-04,22842211720535.836
2021-12-05,22859721310790.344
2021-12-06,22878828513526.58
2021-12-07,22878762424022.75
2021-12-08,22862094271237.117
