Date,Value
2022-11-01,36902802709512.02
2022-11-02,36930865667767.7
2022-11-03,36921045954170.58
2022-11-04,36879596898722.58
2022-11-05,37070666324456.914
2022-11-06,37339046851226.51
2022-11-07,37499324035511.76
2022-11-08,37412873223708.695
